0.02983	0.00424	0.02778	0.01623	0.67050	0.40480	1.15337	0.82222	0.82498
0.02812	0.02087	0.04540	0.01335	3.00187	0.39382	3.50342	0.85507	0.94577
0.12687	0.02811	0.07079	0.06002	7.42089	0.40823	8.11491	0.70270	0.75714
0.04782	0.04090	0.15789	0.07869	4.56942	0.41218	5.30690	0.77586	0.84771
0.07783	0.02704	0.08531	0.10302	5.71047	0.40524	6.40892	0.79245	0.75002
0.09303	0.02877	0.09291	0.05073	3.55112	0.40571	4.22227	0.77778	0.69617
0.08928	0.03864	0.15051	0.09353	4.79583	0.40866	5.57645	0.80128	0.75768
0.03979	0.00965	0.05080	0.04024	0.57956	0.39219	1.11223	0.86792	0.80879
0.06067	0.01726	0.05551	0.17783	3.07465	0.41093	3.79685	0.78889	0.69600
0.06733	0.02467	0.07497	0.01983	0.48087	0.41673	1.08440	0.78788	0.56733
0.02848	0.00899	0.02004	0.02090	0.02532	0.38637	0.49009	0.86000	0.69625
0.06969	0.01918	0.04956	0.05120	1.77108	0.40074	2.36145	0.82692	0.66592
0.06356	0.01079	0.09887	0.05164	0.90485	0.39361	1.52332	0.86550	0.59466
0.06112	0.03770	0.19557	0.07954	1.56821	0.40630	2.34844	0.78632	0.56779
0.05241	0.01153	0.06623	0.03221	0.91716	0.38944	1.46898	0.85128	0.66369
0.08571	0.03024	0.16364	0.14017	1.45363	0.38944	2.26283	0.84524	0.63565
0.11454	0.04249	0.26914	0.07782	0.81937	0.40516	1.72853	0.86806	0.49699
0.02383	0.01103	0.01701	0.01387	0.34719	0.38879	0.80172	0.90833	0.50171
0.03094	0.01186	0.04829	0.04759	1.03707	0.38581	1.56156	0.93023	0.58616
0.04882	0.00986	0.06898	0.04344	0.28593	0.38652	0.84355	0.93137	0.53591
0.08851	0.03321	0.07235	0.04918	0.89493	0.40944	1.54762	0.81579	0.50672
0.08532	0.02291	0.11338	0.05590	0.11360	0.40241	0.79352	0.90476	0.45589
0.05756	0.02953	0.14239	0.05874	0.61930	0.39513	1.30265	0.89071	0.50496
0.06171	0.04459	0.09216	0.05618	0.60241	0.41370	1.27075	0.82381	0.49770
0.05200	0.02120	0.14064	0.05845	0.09353	0.40399	0.76981	0.87179	0.44314
0.01059	0.00620	0.03299	0.01989	0.34461	0.40461	0.81889	0.88618	0.40450
0.06215	0.02475	0.13415	0.09854	0.12520	0.41422	0.85901	0.81034	0.30686
0.11286	0.01531	0.05156	0.03723	0.50410	0.41814	1.13919	0.86869	0.35355
0.09917	0.03628	0.11199	0.09133	1.34301	0.40620	2.08798	0.85333	0.39339
0.04602	0.01955	0.24311	0.03795	0.75138	0.43709	1.53511	0.74797	0.25499
0.08991	0.04239	0.07691	0.10494	1.67013	0.42919	2.41347	0.76543	0.30249
0.06405	0.01575	0.02842	0.03798	0.57343	0.40093	1.12056	0.83908	0.37630
0.03078	0.01110	0.05131	0.02121	0.42968	0.39179	0.93587	0.90295	0.36755
0.09807	0.02180	0.07428	0.06445	0.54147	0.41184	1.21192	0.81871	0.26555
0.03607	0.00550	0.01518	0.00837	0.11253	0.38941	0.56706	0.90598	0.25208
0.07574	0.01330	0.09939	0.03606	0.35106	0.39898	0.97454	0.89583	0.23846
0.07360	0.02251	0.06269	0.05690	0.16039	0.39139	0.76748	0.88889	0.34896
0.09642	0.03075	0.05874	0.03412	0.21532	0.40546	0.84082	0.88148	0.24162
0.04039	0.01250	0.06062	0.05455	0.64819	0.41386	1.23011	0.80874	0.24918
0.06298	0.01282	0.03258	0.02765	0.12898	0.39508	0.66009	0.93333	0.18309
0.04681	0.01341	0.05250	0.02243	0.27236	0.40402	0.81154	0.90071	0.21109
0.03305	0.01742	0.01927	0.02328	0.16198	0.40829	0.66329	0.85714	0.17241
0.02580	0.01118	0.02132	0.01895	0.14878	0.40177	0.62780	0.88000	0.19876
0.01950	0.00740	0.03644	0.01612	0.29037	0.40653	0.77636	0.87179	0.22436
0.04785	0.02062	0.06853	0.01780	0.22835	0.41565	0.79880	0.80117	0.16903
0.01919	0.01037	0.19093	0.01363	0.86768	0.40636	1.50817	0.85417	0.19002
0.08001	0.01779	0.05313	0.09245	1.05482	0.44183	1.74003	0.71667	0.11785
0.07377	0.05339	0.14657	0.22957	0.52604	0.40843	1.43776	0.87037	0.18046
0.01887	0.00964	0.02928	0.01275	0.20762	0.40456	0.68271	0.84906	0.16310
0.07275	0.02347	0.06678	0.06847	0.20610	0.40028	0.83785	0.91304	0.17163
0.04792	0.01441	0.09076	0.08255	0.25968	0.39146	0.88678	0.90909	0.18640
0.10141	0.02359	0.18086	0.06952	0.22980	0.42079	1.02597	0.78161	0.16184
0.06965	0.04233	0.39617	0.16936	1.22149	0.42111	2.32010	0.80435	0.12241
0.04869	0.02176	0.02810	0.03185	0.57478	0.39962	1.10480	0.88889	0.15231
0.05498	0.02071	0.13848	0.03336	0.29291	0.43450	0.97494	0.80864	0.14703
0.03952	0.01894	0.02103	0.03749	0.19718	0.39728	0.71143	0.90476	0.14025
0.07433	0.03177	0.24089	0.04037	0.42164	0.41698	1.22598	0.81944	0.19578
0.03877	0.01051	0.02393	0.05550	0.23260	0.40596	0.76726	0.90090	0.11993
0.06118	0.01769	0.09809	0.07265	0.25295	0.39744	0.90000	0.91852	0.14239
0.14496	0.04111	0.11153	0.16416	0.40557	0.42217	1.28950	0.82883	0.10508
0.01115	0.00986	0.02602	0.01498	0.21626	0.39478	0.67304	0.90972	0.14975
0.10346	0.03407	0.11066	0.08587	0.30524	0.41860	1.05789	0.80128	0.12068
0.03487	0.01925	0.07408	0.02732	0.23611	0.39936	0.79100	0.87838	0.20122
0.01054	0.00759	0.01446	0.01836	0.25822	0.40603	0.71521	0.84946	0.08458
0.08679	0.02451	0.11243	0.09466	0.27008	0.41851	1.00698	0.80702	0.15197
0.09473	0.05154	0.09247	0.10681	0.40277	0.41870	1.16701	0.80208	0.14978
0.06218	0.03038	0.20734	0.05916	0.33017	0.42359	1.11282	0.80882	0.17231
0.03838	0.01421	0.05669	0.04492	0.29742	0.42426	0.87589	0.83704	0.12579
0.04410	0.01640	0.07585	0.03869	0.22534	0.40342	0.80380	0.88542	0.18925
0.05448	0.02093	0.05058	0.03003	0.27790	0.40224	0.83617	0.92063	0.12874
0.06480	0.02418	0.03818	0.06069	0.30959	0.39551	0.89295	0.91324	0.21122
0.05623	0.03168	0.07472	0.12485	0.42231	0.39862	1.10842	0.86667	0.14591
0.04715	0.01061	0.03338	0.02371	0.23238	0.41180	0.75904	0.84685	0.10467
0.02920	0.01123	0.01727	0.01323	0.20386	0.39670	0.67149	0.91837	0.15781
0.03316	0.01041	0.03404	0.04624	0.33204	0.40117	0.85706	0.86559	0.16066
0.09010	0.01958	0.11046	0.06724	0.26004	0.41319	0.96062	0.84444	0.12347
0.03340	0.01189	0.02528	0.02318	0.20802	0.38984	0.69160	0.94180	0.20503
0.06397	0.02423	0.07793	0.10130	0.25080	0.40144	0.91968	0.90698	0.14253
0.07067	0.02775	0.39317	0.04979	0.25767	0.42374	1.22278	0.83721	0.12826
0.06190	0.02681	0.11564	0.08754	0.23154	0.40871	0.93215	0.86339	0.17664
0.03569	0.00722	0.01567	0.02526	0.19870	0.39648	0.67901	0.92982	0.13902
0.07789	0.01973	0.11168	0.13724	0.48892	0.39948	1.23493	0.85470	0.12079
0.07185	0.02915	0.14265	0.03974	0.23342	0.40551	0.92232	0.85714	0.14113
0.01829	0.01142	0.01395	0.01853	0.21227	0.40985	0.68431	0.82313	0.15445
0.08355	0.01559	0.02748	0.03574	0.42823	0.39874	0.98933	0.88435	0.16399
0.03339	0.01542	0.04822	0.03442	0.20723	0.40632	0.74499	0.87302	0.13375
0.08852	0.02757	0.09502	0.08857	0.24821	0.41131	0.95921	0.88194	0.15981
0.02107	0.01916	0.01951	0.02245	0.23514	0.41228	0.72962	0.85057	0.09394
0.07077	0.02418	0.35402	0.06480	0.30088	0.41358	1.22823	0.83333	0.20249
0.04668	0.00921	0.02323	0.02831	0.18429	0.40468	0.69641	0.86486	0.14050
0.07755	0.01950	0.05723	0.05340	0.21056	0.40909	0.82733	0.87407	0.15476
0.04735	0.03375	0.17235	0.09202	0.22242	0.40196	0.96984	0.86772	0.21283
0.03368	0.02667	0.23450	0.08224	0.32121	0.39829	1.09659	0.87500	0.15879
0.05571	0.04298	0.05696	0.04643	0.17514	0.39977	0.77700	0.86538	0.17444
0.08022	0.02309	0.09197	0.05586	0.56514	0.42925	1.24554	0.78788	0.18274
0.04037	0.02315	0.04497	0.05059	0.18659	0.40044	0.74612	0.88272	0.21754
0.10797	0.04763	0.10746	0.08762	0.43052	0.39983	1.18103	0.88186	0.22787
0.04817	0.02226	0.04525	0.04910	0.23201	0.40145	0.79824	0.88288	0.24855
0.05463	0.02294	0.20252	0.04907	0.18642	0.38918	0.90475	0.93333	0.21704
0.08479	0.03461	0.07966	0.07127	0.35540	0.41069	1.03643	0.83871	0.21421
0.07369	0.03893	0.06769	0.06361	0.16297	0.38875	0.79564	0.95513	0.22925
0.01421	0.01282	0.01800	0.01730	0.14074	0.40729	0.61036	0.87692	0.28200
0.07936	0.01847	0.06644	0.04819	0.35579	0.40230	0.97055	0.85057	0.21695
0.08485	0.02106	0.05450	0.12504	0.17823	0.39942	0.86310	0.89431	0.19351
0.09049	0.02106	0.17145	0.13133	0.31172	0.39853	1.12459	0.86667	0.27601
0.05802	0.02364	0.16039	0.03848	0.13688	0.40106	0.81848	0.83333	0.29340
0.08300	0.04182	0.06512	0.07863	0.32032	0.41745	1.00635	0.83069	0.24912
0.04067	0.01986	0.02709	0.01941	0.14572	0.38557	0.63832	0.93082	0.23787
0.03169	0.01143	0.02110	0.05006	0.14135	0.38936	0.64500	0.91156	0.23590
0.07000	0.04377	0.18090	0.08691	0.25773	0.41173	1.05104	0.84409	0.27144
0.05418	0.02273	0.14512	0.05460	0.56111	0.42522	1.26297	0.81481	0.14896
0.04129	0.02301	0.08026	0.03801	0.12288	0.39200	0.69746	0.92248	0.25258
0.07357	0.02187	0.05723	0.03974	0.13045	0.40464	0.72750	0.88652	0.26048
0.05266	0.01464	0.01897	0.01822	0.13082	0.39193	0.62724	0.93056	0.25636
0.02596	0.01178	0.02453	0.01791	0.10778	0.40944	0.59740	0.88406	0.25327
0.06112	0.02973	0.04438	0.05483	0.15627	0.39447	0.74079	0.92500	0.19484
0.01551	0.00860	0.01657	0.01043	0.10707	0.40286	0.56104	0.89506	0.29186
0.04744	0.02868	0.10541	0.03885	0.16661	0.40410	0.79108	0.86325	0.29730
0.04181	0.01453	0.06034	0.03069	0.13300	0.39019	0.67057	0.92517	0.25274
0.03717	0.02580	0.42425	0.03650	0.70950	0.39836	1.63159	0.90598	0.24990
0.07260	0.03104	0.09697	0.05491	0.18071	0.41153	0.84776	0.86222	0.33795
0.07297	0.01978	0.09575	0.02766	0.30135	0.40168	0.91919	0.89055	0.33755
